CODE,MARKETING PERSON,RREGION,CUSTOMER NAME,,,
101067,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101232,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101235,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101238,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101239,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101261,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101268,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101270,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101278,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101436,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101486,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101502,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101506,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101531,Balvinder,North,NOURISHCO BEVERAGES LIMITED,,,
101544,Balvinder,North,NOURISH CO BEVERAGES LTD,,,
101635,Balvinder,North,Tata Consumer Product Limited,,,
101621,Balvinder,North,TATA CONSUMER PRODUCT LIMITED,,,
101625,Balvinder,North,Tata Consumer Product Limited,,,
101606,Balvinder,North,Tata Consumer Product Limited,,,
101715,Balvinder,North,TATA CONSUMER PRODUCT LIMITED,,,
101614,Balvinder,North,Tata Consumer Product Limited,,,
101615,Balvinder,North,Tata Consumer Product Limited,,,
101632,Balvinder,North,Tata Consumer Product Limited,,,
101610,Balvinder,North,Tata Consumer Product Limited,,,
101612,Balvinder,North,Tata Consumer Product Limited,,,
101633,Balvinder,North,Tata Consumer Product Limited,,,
101624,Balvinder,North,Tata Consumer Product Limited,,,
101629,Balvinder,North,Tata Consumer Product Limited,,,
101617,Balvinder,North,Tata Consumer Product Limited,,,
101634,Balvinder,North,Tata Consumer Product Limited,,,
101623,Balvinder,North,Tata Consumer Product Limited,,,
101827,Balvinder,North,TATA CONSUMER PRODUCT LIMITED,,,
101619,Balvinder,North,Tata Consumer Product Limited,,,
101757,Balvinder,North,SHYAM PLASTIC MACHINERY,,,
101820,Balvinder,North,TATA CONSUMER PRODUCTS LIMITED,,,
101638,Balvinder,North,Tata Consumer Product Limited,,,
101640,Balvinder,North,Tata Consumer Product Limited,,,
101143,Balvinder,North,SBR MACHINES PVT LTD,,,
101528,Balvinder,North,K.G.FRUIT PRODUCTS,,,
101630,Balvinder,North,Tata Consumer Product Limited,,,
101613,Balvinder,North,Tata Consumer Product Limited,,,
101618,Balvinder,North,Tata Consumer Product Limited,,,
101346,Balvinder,North,ABS FOOD & BEVERAGES,,,
101620,Balvinder,North,Tata Consumer Product Limited,,,
101751,Balvinder,North,TATA CONSUMER PRODUCTS LTD,,,
101958,Balvinder,North,RIPTON BEVERAGES PRIVATE LIMITED,,,
102118,Balvinder,North,INDKIYO FOODIEEEZ PVT LTD,,,
102130,Balvinder,North,RATTAN INDUSTRIAL INDIA PVT LTD,,,
102131,Balvinder,North,FI-CONS PURIFIED WATER,,,
102151,Balvinder,North,VARDHMAN BEVERAGES,,,
102150,Balvinder,North,PRATIBHA PUREDRINKS LLP,,,
102135,Balvinder,North,PB WATER FACTORY PVT LTD,,,
101605,Balvinder,North,Tata Consumer Product Limited,,,
101616,Balvinder,North,Tata Consumer Product Limited,,,
101608,Balvinder,North,Tata Consumer Product Limited,,,
101637,Balvinder,North,Tata Consumer Product Limited,,,
101627,Balvinder,North,Tata Consumer Product Limited,,,
101631,Balvinder,North,Tata Consumer Product Limited,,,
101622,Balvinder,North,Tata Consumer Product Limited,,,
101642,Balvinder,North,Tata Consumer Product Limited,,,
101639,Balvinder,North,Tata Consumer Product Limited,,,
101626,Balvinder,North,Tata Consumer Product Limited,,,
101636,Balvinder,North,Tata Consumer Product Limited,,,
101643,Balvinder,North,Tata Consumer Product Limited,,,
102209,Balvinder,North,Tata Consumer Products Limited,,,
102235,Balvinder,North,IOTA NANOTECHNOLOGY PRIVATE LIMITED,,,
102252,Balvinder,North,SONA BISCUITS LIMITED Unit III,,,
100655,Balvinder,North,AMRUTANJAN HEALTH CARE LTD,,,
101386,Balvinder,North,GUNATIT FOODS AND BEVERAGES PVT LTD,,,
101464,Balvinder,North,YKM BOTTLING COMPANY PVT LTD,,,
101654,Balvinder,North,SHREE BALAJI FOODS,,,
101611,Balvinder,North,Tata Consumer Product Limited,,,
101795,Balvinder,North,ASHA PACKAGING,,,
101801,Balvinder,North,GIGANI FOODS,,,
101342,Balvinder,North,HYGEN BEVERAGES PVT LTD,,,
100981,Balvinder,North,SRIMATHA BEVERAGES PRIVATE LIMITED,,,
100621,Balvinder,North,HYGEN PACKS,,,
100643,Balvinder,North,HC ENTERPRISES,,,
102026,Balvinder,North,TPAC PACKAGING INDIA PRIVATE LIMITE,,,
102071,Balvinder,North,VAIBHAV INDUSTRIES,,,
102078,Balvinder,North,AGGAR INDUSTRIES PVT LTD,,,
102080,Balvinder,North,RAJ POLYMERS,,,
102083,Balvinder,North,GLIVY INDUSTRIES PVT LTD,,,
101408,Bishwajeet,East,A.S. Food Products,,,
101450,Bishwajeet,East,Pragati Beverages,,,
101478,Bishwajeet,East,SGS KHANNA FOOD AND BEVERAGES PRIVATE LIMITED,,,
101431,Bishwajeet,East,S M CONSUMERS PRIVATE LIMITED,,,
101424,Bishwajeet,East,M/S MAHABIR FOOD INDUSTRIES,,,
101587,Bishwajeet,East,AMAN INDUSTRIES,,,
101601,Bishwajeet,East,AQUENCE WATER,,,
101648,Bishwajeet,East,SAVERA BEVERAGES,,,
101602,Bishwajeet,East,SUDHASREE MINERALS AND NUTRIENTS PVT LTD,,,
101347,Bishwajeet,East,SPESINA FOOD & AGRO INDUSTRIES PVT. LTD,,,
101661,Bishwajeet,East,OPEC UDYOG PRIVATE LIMITED,,,
101687,Bishwajeet,East,X'SS BEVERAGE CO,,,
101423,Bishwajeet,East,S R BEVERAGES,,,
101710,Bishwajeet,East,RISHI BEVERAGES,,,
101698,Bishwajeet,East,LAININGTHOU FOODS AND BEVERAGES,,,
101702,Bishwajeet,East,METRO TRADING AGENCIES,,,
101767,Bishwajeet,East,MITTAL BIOTECH LIMITED,,,
101419,Bishwajeet,East,GREENZAR FOOD AND BEVERAGES,,,
101549,Bishwajeet,East,R. K. Food And Beverages Pvt. Ltd,,,
101809,Bishwajeet,East,P.T HEALTHCARE PRIVATE LIMITED,,,
101804,Bishwajeet,East,M M PET ENTERPRISE,,,
101805,Bishwajeet,East,SARANCH UDYOG PRIVATE LIMITED,,,
101719,Bishwajeet,East,SK STEEL,,,
101837,Bishwajeet,East,KAMALS ICE CREAM & INDUSTRIES PRIVATE LIMITED,,,
101493,Bishwajeet,East,CONCEPT,,,
101894,Bishwajeet,East,KEMPTY BEVERAGES PRIVATE LIMITED,,,
101895,Bishwajeet,East,LAKSHMI FOOD AND BEVERAGE,,,
101593,Bishwajeet,East,HIRAN BEVERAGES,,,
101929,Bishwajeet,East,N K DISTRIBUTORS,,,
101909,Bishwajeet,East,DJS AQUA PRIVATE LIMITED,,,
101925,Bishwajeet,East,TANISHA ENTERPRISE,,,
101941,Bishwajeet,East,BS AQUA INDUSTRIES,,,
101966,Bishwajeet,East,ANIS AQUA,,,
101997,Bishwajeet,East,AMUST WATER PRODUCTS PVT.LTD.,,,
102001,Bishwajeet,East,MULTI PLAST INDUSTRIES,,,
102015,Bishwajeet,East,BALAJI ENTERPRISE,,,
102038,Bishwajeet,East,GHOSAL FOOD & BEVERAGES,,,
102077,Bishwajeet,East,BIGHNESH PLASTIC & PACKAGING,,,
102085,Bishwajeet,East,EAST COAST BEVERAGES,,,
101449,Bishwajeet,East,DAZZLE FOOD AND BEVERAGES PVT LTD,,,
102074,Bishwajeet,East,PUREPACK FOODS & BEVERAGES PRIVATE LIMITED,,,
102125,Bishwajeet,East,Kempty Beverages Private Limited Begusarai,,,
102117,Bishwajeet,East,IMPERIAL NATURAL BEVERAGES,,,
102048,Bishwajeet,East,RAINBOW ENTERPRISE,,,
101490,Bishwajeet,East,SGS KHANNA FOOD AND BEVERAGES PVT L,,,
102148,Bishwajeet,East,S M CONSUMERS PRIVATE LTD UNIT 1,,,
101706,Bishwajeet,East,METRO TRADING AGENCIES,,,
101407,Bishwajeet,East,GREENFIZZ BEVERAGES PVT LTD,,,
102101,Bishwajeet,East,SATTYAM WATER ENTERPRISE,,,
102144,Bishwajeet,East,S S COMMERCIALS,,,
102163,Bishwajeet,East,D.D.INDUSTRIES,,,
101822,Bishwajeet,East,SURAKSHPET,,,
101938,Bishwajeet,East,PARTHA DAS,,,
101944,Bishwajeet,East,OXILIFE BEVERAGES,,,
101945,Bishwajeet,East,S.M.BEVERAGE,,,
102095,Bishwajeet,East,SUJAL AQUA,,,
100580,West Customers,West,XOTIK FRUJUS PVT. LTD,Pattern,Component,Weight (gm)
100713,West Customers,West,XOTIK FRUJUS PVT LTD(TELAGANA),200ML,cup/tub,10.5
100841,West Customers,West,DAVAT BEVERAGES,200ML,lid,5.5
100454,West Customers,West,A.G. SODA FACTORY,1000ML/1LTR,container,43.6
100545,West Customers,West,AMULFED DAIRY(A UNIT OF G.C.M.M,1000ML/1LTR,lid,10.6
100931,West Customers,West,BANASKANTHA DIST CO-OP,1000ML/1LTR,handle,2
100801,West Customers,West,BARODA DISTRICT CO. OP. MILK PRODUC,2LTR,handle,2.4
100902,West Customers,West,EVIKA BEVERGES AND FOODS,5LTR,handle,6.5
100609,West Customers,West,DRYTECH PROCESSES (I) PVT.LTD,500GM,lid,10
100733,West Customers,West,ICE BEVERAGES PRIVATE LIMITED,500GM,container,17.2
100243,West Customers,West,JAYANTI COLD STORAGE,,,
100925,West Customers,West,KALIKA CORPORATION,,,
100770,West Customers,West,KAIRA DCMPU LIMITED,,,
100699,West Customers,West,KAIRA DISTRICT CO-OP,,,
100844,West Customers,West,THE PANCHMAHAL DCMPU LIMITED,,,
100893,West Customers,West,KRISHA BEVERAGES,,,
100584,West Customers,West,SHEELA FOODS,,,
100900,West Customers,West,SURAT-TAPI DISTRICT CO-OPERATIVE MILK PRODUCERS UNION LIMITED,,,
100694,West Customers,West,PATEL BOTTLING CO.,,,
100700,West Customers,West,PAN INTERNATIONAL LIMITED,,,
100746,West Customers,West,PAGE IMPORTS AND EXPORTS DMCC,,,
100663,West Customers,West,PREMIERE HK LIMITED,,,
100928,West Customers,West,MAC TRADING BELGIUM EBVBA,,,
100871,West Customers,West,MANGAL BEVERAGES,,,
100864,West Customers,West,SAHLOCK UNIWAVES PVT LIMITED,,,
100968,West Customers,West,SHREE SAI CARE,,,
100906,West Customers,West,SHREE RAMA POLYMERS,,,
100943,West Customers,West,WILSON AND COMPANY,,,
100438,West Customers,West,STAR BOTTLING,,,
100937,West Customers,West,SPARKLE ENTERPRISES,,,
100546,West Customers,West,SILVASSA BOTTLING CO.,,,
100045,West Customers,West,VARUN BEVERAGES LIMITED,,,
100888,West Customers,West,VALSAD DIST CO-OP PAL,,,
100961,West Customers,West,VALSAD DIST CO-OP NAG,,,
100717,West Customers,West,VIDYA DAIRY,,,
100287,West Customers,West,AJE,,,
101033,West Customers,West,DARSHANA BEVERAGES,,,
101012,West Customers,West,SHRI AMBIKA FOOD PROCESSO,,,
101042,West Customers,West,ANUTHAM ELIXIR PRIVATE LIMITED,,,
101052,West Customers,West,DOWELL FOOD BEVERAGES PRIVATE LIMIT,,,
101050,West Customers,West,EXCEL FOOD AND BEVERAGES,,,
101070,West Customers,West,KHETAWAT BEVERAGES,,,
101040,West Customers,West,ENERGY BEVERAGES PVT LTD GUJARAT,,,
101073,West Customers,West,PANCHARATNA BEVERAGES UMAP FARMS,,,
100853,West Customers,West,SHEELPE ENTERPRISES PVT. LTD,,,
101015,West Customers,West,SOSYO HAJOORI BEVERAGES PVT LTD,,,
101108,West Customers,West,MAAHI BEVERAGES,,,
101109,West Customers,West,DECCAN SPRINGS,,,
101110,West Customers,West,PANCHARATNA BEVERAGES,,,
101114,West Customers,West,RAJA BEVERAGES PRIVATE LIMITED,,,
101111,West Customers,West,SHREE RAMA NEWSPRINT LTD,,,
101121,West Customers,West,GANESH V SIRVI,,,
101058,West Customers,West,V.K. FOODS,,,
101137,West Customers,West,O2RISE AQUA PRIVATE LIMITED,,,
101101,West Customers,West,DIAMOND AGRO ENTERPRISE,,,
101181,West Customers,West,S R INDUSTRIES,,,
100988,West Customers,West,FAMO CONSUMERS,,,
101194,West Customers,West,FORTUNE SPRINGS,,,
101196,West Customers,West,TRIMURTI BEVERAGES,,,
101211,West Customers,West,DFB HEALTH CARE,,,
101225,West Customers,West,KELZAI SECRETS PRIVATE LIMITED,,,
100388,West Customers,West,PRATISHTA BUSINESS SOLUTIONS PVT LTD,,,
101249,West Customers,West,MAXX BEVERAGES AND ENERGY PVT LTD,,,
101251,West Customers,West,PRACHI PET,,,
100378,West Customers,West,NATURAL AQUA BEVERAGES,,,
100990,West Customers,West,SHREE ICHAMANI ENTERPRISES,,,
101269,West Customers,West,GOPI BEVERAGES,,,
101240,West Customers,West,SIDHA JOGESWAR AQUA,,,
101281,West Customers,West,BHUVANESHWARI WATER ENTERPRISE,,,
101299,West Customers,West,BERRYCON AQUA BEVERAGES PRIVATE LIMITED,,,
101303,West Customers,West,SHREE RADHIKA ENTERPRISES,,,
101322,West Customers,West,EXORA BEVERAGES PVT LTD,,,
101265,West Customers,West,ENERGY BEVERAGES PVT LTD,,,
101344,West Customers,West,OM SAI FOODS AND BEVERAGES,,,
101365,West Customers,West,ANNAPURNA INDUSTRIES,,,
101385,West Customers,West,ISHAJAL BEVERAGES PRIVATE LIMITED,,,
101391,West Customers,West,WATER DROPS,,,
101389,West Customers,West,PIPER BEVERAGES PRIVATE LIMITED,,,
101420,West Customers,West,NOURISH CO BEVERAGES LTD,,,
101462,West Customers,West,S S Beverages Pvt Ltd,,,
101463,West Customers,West,J R Foods & Beverages,,,
101403,West Customers,West,PATEL BEVERAGES PVT LTD,,,
101453,West Customers,West,PISBI ENTERPRISES,,,
101464,West Customers,West,YKM BOTTLING COMPANY PVT LTD,,,
101465,West Customers,West,VEE ESS BEVERAGES PVT LTD,,,
101440,West Customers,West,SANGAM BEVERAGES PRODUCTS,,,
101447,West Customers,West,WESTERN BEVERAGES PVT. LTD,,,
101382,West Customers,West,AV ORGANICS LLP,,,
101373,West Customers,West,AMAANZA AGRO INDIA PRIVATE LIMITED,,,
101473,West Customers,West,WATEREDGE HYDRATION,,,
101501,West Customers,West,ONE WORLD FOOD AND BEVERAGES LLP,,,
101444,West Customers,West,KAILASH ENTERPRISE,,,
101507,West Customers,West,J R FOODS & BEVERAGES (IML),,,
101509,West Customers,West,MEHTA INDUSTRIES,,,
101586,West Customers,West,DEEPALI PLASTO PACK,,,
101556,West Customers,West,MEHERAA DAIRY FOODS AND PRODUCTS PRIVATE LIMITED,,,
101603,West Customers,West,SYGNIA BRANDWORKS LLP,,,
101570,West Customers,West,AV ORGANICS PRIVATE LIMITED,,,
101604,West Customers,West,D J R INDUSTRIES,,,
101159,West Customers,West,SYNAPTIC INTEGRATED TELE PVT LTD (D,,,
101352,West Customers,West,JALARAM HEALTHCARE PRIVATE LIMITED,,,
101656,West Customers,West,LA LAVADO FABRICKA,,,
101435,West Customers,West,PANCHARATNA FOUNDATION,,,
101573,West Customers,West,OCEANA POSITIVE 2,,,
101578,West Customers,West,MOUNT MINERAL SPRINGS PRIVATE LIMITED,,,
101645,West Customers,West,M/S SAAGAR FOOD & BEVERAGES,,,
101546,West Customers,West,CAPTIVE ENTERPRISES,,,
101670,West Customers,West,SAI MINERALS (Energy co packers),,,
101729,West Customers,West,PUNJLAND BEVERAGES PVT LIMITED,,,
101732,West Customers,West,ASIANLALK HEALTH FOODS LTD,,,
101672,West Customers,West,KHS MACHINERY PVT LTD,,,
101574,West Customers,West,RARE SHAADES PRIVATE LIMITED,,,
101772,West Customers,West,SHRI MAYURESHWAR GROUP,,,
101758,West Customers,West,MEGHDHARA,,,
101585,West Customers,West,Sahu Enterprises,,,
101777,West Customers,West,shree nivas pet(berrycorn co packer),,,
101859,West Customers,West,PONDICHERRY CO -OP MILK PRODUCER,,,
101864,West Customers,West,ASTRIOL POLYPLAST,,,
101874,West Customers,West,KAIRA DISTRICT CO-OP MILK,,,
101870,West Customers,West,JSR ENTERPRISES,,,
101905,West Customers,West,M/S GURU BEVERAGES,,,
101936,West Customers,West,Bharat Fresh Foods LLP,,,
101939,West Customers,West,OM INDUSTRIES,,,
101776,West Customers,West,BUDHIA BEVERAGES,,,
101963,West Customers,West,ISHWARI PET TECHNOLOGY,,,
101989,West Customers,West,DEV BEVERAGES,,,
101928,West Customers,West,L&J BEVERAGES PRIVATE LIMITED,,,
101927,West Customers,West,L&J BEVERAGES PRIVATE LIMITED Kodambakkam,,,
101781,West Customers,West,GURU BEVERAGES,,,
102012,West Customers,West,SHRI SWATI FOOD PRODUCT,,,
102031,West Customers,West,IOTA NANOTECHNOLOGY PRIVATE LIMITED,,,
102036,West Customers,West,JOSH BEVERTECH LIMITED,,,
102121,West Customers,West,SWADESHI FOOD & BEVARAGES,,,
102113,West Customers,West,KAIRA DISTRICT CO-OPERATIVE MILK PRODUCERS UNION LIMITED,,,
102053,West Customers,West,SHAYAADRI BEVERAGES LLP,,,
102124,West Customers,West,IML PACKING PVT LTD,,,
102119,West Customers,West,IML PACKING PVT LID,,,
101986,West Customers,West,VYANA INDUSTRIES,,,
102179,West Customers,West,EPICOS BEVERAGES INDIA PRIVATE LIMITED,,,
102185,West Customers,West,THE BHAVNAGAR DISTRICT CO-OPERATIVE MILK PRODUCERS' UNION LIMITED,,,
102073,West Customers,West,WESTSIDE AGRO FOODS PVT LTD,,,
100735,West Customers,West,DAVAT BEVERAGES,,,
101600,West Customers,West,KAIRA DISTRICT CO-OP,,,
101437,West Customers,West,THE PANCHMAHAL DCMPU LIMITED,,,
100290,West Customers,West,VARUN BEVERAGES LIMITED,,,
100586,West Customers,West,ANUTHAM EXIM PRIVATE LIMITED,,,
101104,West Customers,West,ENERGY BEVERAGES PVT. LTD,,,
102122,West Customers,West,SWADESHI FOOD & BEVARAGES,,,
100493,West Customers,West,VARUN BEVERAGES LIMITED,,,
100601,West Customers,West,ANUTHAM EXIM PRIVATE LIMITED,,,
101160,West Customers,West,RUDRAJAL AGRO BEVERAGES,,,
100787,West Customers,West,VARUN BEVERAGES LIMITED,,,
100788,West Customers,West,VARUN BEVERAGES LIMITED,,,
100792,West Customers,West,VARUN BEVERAGES LIMITED,,,
100798,West Customers,West,VARUN BEVERAGES LIMITED,,,
100799,West Customers,West,VARUN BEVERAGES LIMITED,,,
100811,West Customers,West,VARUN BEVERAGES LIMITED,,,
100848,West Customers,West,VARUN BEVERAGES LIMITED,,,
100796,West Customers,West,VARUN BEVERAGES LIMITED,,,
100797,West Customers,West,VARUN BEVERAGES LIMITED,,,
100205,West Customers,West,VARUN BEVERAGES LIMITED,,,
100318,West Customers,West,VARUN BEVERAGES LIMITED,,,
100559,West Customers,West,VARUN BEVERAGES LIMITED,,,
100626,West Customers,West,VARUN BEVERAGES LIMITED,,,
100794,West Customers,West,VARUN BEVERAGES LIMITED,,,
100498,West Customers,West,VARUN  BEVERAGES  LTD,,,
101076,West Customers,West,VARUN BEVERAGES LTD,,,
101253,West Customers,West,VARUN BEVERAGES LIMITED,,,
101170,West Customers,West,KRISHNA FOODS AND AQUA MINERALS,,,
101174,West Customers,West,RMS BEVERAGES PRIVATE LIMITED,,,
101183,West Customers,West,OCEANA POSITIVE,,,
101185,West Customers,West,FINE ENTERPRISES,,,
101218,West Customers,West,AGRAVANSHI SPRINGS,,,
101392,West Customers,West,ENERGY BEVERAGES PVT. LTD,,,
101891,West Customers,West,INSTA POLYPACK,,,
101914,West Customers,West,PRATIK CONTAINER LLP,,,
101850,West Customer,West,SUMAN INDUSTRIES,,,
101866,West Customers,West,PUNCHMAHAL DAIRY,,,
102248,West Customers,West,SHREE POUCHES,,,
102234,West Customers,West,EXOBERRY BEVERAGES,,,
101317,West Customers,West,HIGHRANGE FOODS PRIVATE LIMITED,,,
100287,West Customers,West,AJE,,,
100902,West Customers,West,EVIKA BEVERGES AND FOODS,,,
101437,West Customers,West,THE PANCHMAHAL DCMPU LIMITED,,,
101351,West Customers,West,SAI AQUA,,,
101481,West Customers,West,SREEJAY VENTURES,,,
101618,West Customers,West,Tata Consumer Product Limited,,,
101831,West Customers,West,GOODWILL FOODS AND BEVERAGES,,,
101844,West Customers,West,MITHRA MINERALS & BEVERAGES,,,
102102,West Customers,West,Sandya Enterprises,,,
102128,West Customers,West,SHREE SHYAM AQUA INDUSTRIES,,,
102121,West Customers,West,SWADESHI FOOD & BEVARAGES,,,
102155,West Customers,West,UNIQUE BEVERAGES PVT LTD,,,
102150,West Customers,West,PRATIBHA PUREDRINKS LLP,,,
